Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.",
I1639,I1639,"Aghitu 3,2012, Tomb1, Individual 1",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,1872,41,"33 calBCE - 201 calCE (1947±26 BP, OxA-3163)",adult; 20-30 yrs.,Armenia_LateHellenistic,Aghitu,Armenia,39.549,45.078,Repulldown on 3.2M snpset,1240K,1,2.313,738030,401107,F,n/a (no relatives detected),n/a (female),n/a (female),381,T2h,"[0.994,0.998]",0.098,0.013,ds.half,S1639.E1.L1,PASS,..,
I1637,I1637,"AG3/1/20, Aghitu 3,2012, Tomb 1, Individual 2",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,1956,38,72 BCE - 60 CE,adult; 50-65 yrs.,Armenia_LateHellenistic_father.or.son.I1636,Aghitu,Armenia,39.549,45.078,Repulldown on 3.2M snpset,1240K,1,0.505,414039,223488,M,"Armenia, Aghitu Family A (2 members) (I1637-I1636 have a father-son relationship [order unknown])",..,..,14,H13a1a2,"[0.978,1.000]",0.189,0.426,ds.half,S1637.E1.L1,PASS,..,
I13948,I13948,1823; 5,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3128,48,"1267-1056 calBCE (2965±25 BP, PSUAMS-7157)",..,Armenia_LBA,Lori Berd cemetery,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,2.350678,766147,423820,M,n/a (no relatives detected),..,..,290.1,U4a2c,"[0.988,0.999]",0.127,0.389,ds.half,S13948.Y1.E2.L1,PASS,..,
I15732,I15732,"2665; Nerkin Getashen; Tomb 23; LM culture, LBA-2",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3318,43,"1439-1293 calBCE (3110±25 BP, PSUAMS-7162)",..,Armenia_LBA,Nerkin Getashen,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,3.832896,797198,442146,M,n/a (no relatives detected),..,..,373.3,K1a1,"[0.990,0.999]",0.071,0.419,ds.half,S15732.Y1.E1.L1,PASS,..,
I15733,I15733,"2664; Nerkin Getashen; Tomb 1; LM culture, LBA-2",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3320,41,"1434-1300 calBCE (3110±20 BP, UCIAMS-226541, PSUG-5449)",..,Armenia_LBA,Nerkin Getashen,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,3.514525,800135,443547,M,"Armenia, Nerqin Getashen Family A (2 members) (I15733-I15749 have a 2d or 3d relationship)",..,..,276.8,J1c,"[0.994,1.000]",0.104,0.414,ds.half,S15733.Y1.E1.L1,PASS,..,
I15734,I15734,"2663; Nerkin Getashen; Tomb 23; LM culture, LBA-2",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3325,41,"1438-1302 calBCE (3115±20 BP, PSUAMS-7201)",..,Armenia_LBA,Nerkin Getashen,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,3.745052,811211,449083,F,n/a (no relatives detected),n/a (female),n/a (female),398.2,T1a2,"[0.993,1.000]",0.088,0.01,ds.half,S15734.Y1.E1.L1,PASS,..,
I15749,I15749,"2627; Nerkin Getashen; Tomb 4; LM culture, LBA-3",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Date(s) on relative I15733,3150,29,1250-1150 BCE,..,Armenia_LBA,Nerkin Getashen,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,3.731013,825930,456308,F,"Armenia, Nerqin Getashen Family A (2 members) (I15733-I15749 have a 2d or 3d relationship)",n/a (female),n/a (female),317.2,U8b1a2b,"[0.992,1.000]",0.079,0.009,ds.half,S15749.Y1.E1.L1,PASS,..,
I16217,I16217,1907; 10,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3074,49,"1213-1048 calBCE (2925±20 BP, PSUAMS-9001)",adult ,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,1.189586,583544,314519,F,n/a (no relatives detected),n/a (female),n/a (female),173.1,K1a,"[0.983,0.997]",0.091,0.013,ss.half,S16217.Y1.E1.L1,PASS,damage.ss.half=0.091,
I16220,I16220,1910; 606-1,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3216,51,"1382-1134 calBCE (3015±20 BP, PSUAMS-7539)",..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,1.444697,628962,340789,M,n/a (no relatives detected),..,..,339.9,U3b3,"[0.991,1.000]",0.09,0.429,ss.half,S16220.Y1.E1.L1,PASS,damage.ss.half=0.09,
I16537,I16537,"2817, 4",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2977,44,"1115-932 calBCE (2860±20 BP, PSUAMS-7889)",..,Armenia_LBA,"Pidjut, Znganek monument",Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,1.269829,636333,343526,F,n/a (no relatives detected),n/a (female),n/a (female),271.6,J2b1,"[0.973,0.990]",0.097,0.011306332,ss.half,S17178.Y1.E1.L1,PASS,damage.ss.half=0.097,
I16554,I16554,2218; 1; Teghut; tomb 1; LM culture; LB-3,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3083,48,"1214-1050 calBCE (2930±20 BP, PSUAMS-7890)",..,Armenia_LBA,Tekhut Cemetery,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,1.837584,621990,337108,M,n/a (no relatives detected),..,..,218.8,K1a12a,"[0.979,0.994]",0.095,0.447710523,ss.half,S16554.Y1.E1.L1,PASS,damage.ss.half=0.095,
I17182,I17182,2821; bur 6/1,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2941,40,"1077-920 calBCE (2840±20 BP, PSUAMS-7896)",..,Armenia_LBA,Keti,Armenia,40.8716,43.8445,Repulldown on 3.2M snpset,1240K,1,0.956305,525358,282468,F,n/a (no relatives detected),n/a (female),n/a (female),153.1,N1b1a,"[0.788,0.975]",0.086,0.012397719,ss.half,S17182.Y1.E1.L1,PASS,"damage.ss.half=0.086, mtcontam=[0.788,0.975]",
I18479,I18479,P5808 Noratus; Tomb 24; LM culture; LBA-3,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,3150,29,1250-1150 BCE,..,Armenia_LBA,Noratus,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,2.158131,634604,340956,F,n/a (no relatives detected),n/a (female),n/a (female),142,HV1a1a,"[0.984,0.999]",0.082,0.015393223,ss.half,S18479.Y1.E1.L1,PASS,damage.ss.half=0.082,
I19329,I19329,P5860; Noratus; Tomb 19; LM culture; LBA-2,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3217,56,"1385-1131 calBCE (3015±25 BP, PSUAMS-9006)",..,Armenia_LBA,Noratus,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,7.457,904046,486783,M,"Armenia, Cross-site family (Sarukhan-Noratus) Family A (2 members) (I20440-I19329 are 2nd or 3rd degree relatives)",..,..,197.2,T1a1,"[0.982,0.996]",0.09,0.461,ss.half,S19329.Y1.E1.L1,PASS,damage.ss.half=0.09,
I19331,I19331,P5939; 1,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.844,888204,478800,M,n/a (no relatives detected),..,..,147,H13a2b,"[0.987,0.998]",0.079,0.463,ss.half,S19331.Y1.E1.L1,PASS,damage.ss.half=0.079,
I19332,I19332,P5940; 6,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.783,879270,474174,M,n/a (no relatives detected),..,..,95.43,H2,"[0.952,0.980]",0.057,0.466,ss.half,S19332.Y1.E1.L1,PASS,..,
I19333,I19333,P5941; 38,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.063,872363,469427,M,n/a (no relatives detected),..,..,114.7,T2c1a,"[0.988,0.998]",0.057,0.458,ss.half,S19333.Y1.E1.L1,PASS,..,
I19334,I19334,P5942; 1985,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.749,888677,478309,M,n/a (no relatives detected),..,..,138.3,I6,"[0.974,0.991]",0.072,0.461,ss.half,S19334.Y1.E1.L1,PASS,damage.ss.half=0.072,
I19335,I19335,P5943; 549,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3285,49,1420-1250 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,5.125,826194,446127,M,n/a (no relatives detected),..,..,144.6,K1a23,"[0.960,0.983]",0.112,0.471,ss.half,S19335.Y1.E1.L1,PASS,..,
I19336,I19336,P5944; 595,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3285,49,1420-1250 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,5.916,889947,478479,M,n/a (no relatives detected),..,..,124.7,K1a12a,"[0.971,0.989]",0.124,0.452,ss.half,S19336.Y1.E1.L1,PASS,"Xcontam=[0.005,0.009]",
I19337,I19337,P5945; 604,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3025,43,1150-1000 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,0.192,181608,93498,F,n/a (no relatives detected),n/a (female),n/a (female),16.78,W3a1a1,"[0.964,0.993]",0.145,0.011,ss.half,S19337.Y1.E1.L1,PASS,..,
I19338,I19338,P5946; 482,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3066,52,"1212-1018 calBCE (2920±25 BP, PSUAMS-9007)",..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,7.301,882527,476812,F,n/a (no relatives detected),n/a (female),n/a (female),202.8,I1,"[0.993,1.000]",0.105,0.017,ss.half,S19338.Y1.E1.L1,PASS,..,
I19339,I19339,P5947; 362,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,7.47,893878,482581,F,n/a (no relatives detected),n/a (female),n/a (female),190.3,U3b2a1,"[0.964,0.984]",0.089,0.016,ss.half,S19339.Y1.E1.L1,PASS,damage.ss.half=0.089,
I19341,I19341,P5949; 592,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3285,49,1420-1250 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,5.923,864481,466148,M,n/a (no relatives detected),..,..,132.6,X2f,"[0.966,0.988]",0.118,0.458,ss.half,S19341.Y1.E1.L1,PASS,"Xcontam=[0.005,0.009]",
I19342,I19342,P5975; 478,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.974,891767,479427,F,n/a (no relatives detected),n/a (female),n/a (female),99.19,R1a1a,"[0.979,0.995]",0.109,0.016,ss.half,S19342.Y1.E1.L1,PASS,..,
I19343,I19343,P5976; 606-1,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3025,43,1150-1000 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,8.349,918827,494804,M,n/a (no relatives detected),..,..,179.8,W6,"[0.974,0.991]",0.091,0.466,ss.half,S19343.Y1.E1.L1,PASS,damage.ss.half=0.091,
I19344,I19344,P5982; 591,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3285,49,1420-1250 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,7.267,895364,481839,F,n/a (no relatives detected),n/a (female),n/a (female),167.9,H4,"[0.968,0.988]",0.115,0.014,ss.half,S19344.Y1.E1.L1,PASS,..,
I19345,I19345,P5983; 5,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.031,861019,464545,M,n/a (no relatives detected),..,..,137.5,J1d6,"[0.982,0.994]",0.096,0.465,ss.half,S19345.Y1.E1.L1,PASS,damage.ss.half=0.096,
I19346,I19346,P5984; 2,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.749,884112,476078,M,n/a (no relatives detected),..,..,133.3,K1a,"[0.980,0.995]",0.098,0.465,ss.half,S19346.Y1.E1.L1,PASS,"Xcontam=[0.005,0.008], damage.ss.half=0.098",
I19347,I19347,P5985; ?,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,7.336,892886,480623,F,n/a (no relatives detected),n/a (female),n/a (female),204.6,J1b1b1,"[0.992,1.000]",0.102,0.017,ss.half,S19347.Y1.E1.L1,PASS,..,
I19348,I19348,P5986; 435,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3285,49,1420-1250 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.729,878574,474075,M,n/a (no relatives detected),..,..,151.2,T1a,"[0.994,1.000]",0.095,0.461,ss.half,S19348.Y1.E1.L1,PASS,damage.ss.half=0.095,
I19349,I19349,P5987; 570,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3025,43,1150-1000 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,0.883,448297,237278,M,n/a (no relatives detected),..,..,32.92,U2e1h,"[0.952,0.985]",0.148,0.459,ss.half,S19349.Y1.E1.L1,PASS,"Xcontam=[0.005,0.019]",
I19350,I19350,P5988; 361,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3125,43,1250-1100 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.629,882326,475143,F,n/a (no relatives detected),n/a (female),n/a (female),192.1,T2i1,"[0.979,0.993]",0.109,0.019,ss.half,S19350.Y1.E1.L1,PASS,..,
I19351,I19351,P5989; 436,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3285,49,1420-1250 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.392,884819,476628,F,n/a (no relatives detected),n/a (female),n/a (female),169.9,I1c1a,"[0.975,0.992]",0.115,0.014,ss.half,S19351.Y1.E1.L1,PASS,..,
I19352,I19352,P5990; 593 M2,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,"Context: Archaeological - dates on other LBA individuals from same site I19353, I19354, I19338, I16217, I16220",3285,49,1420-1250 BCE,..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,6.552,860770,465789,F,n/a (no relatives detected),n/a (female),n/a (female),171.3,U5b2a1a+16311,"[0.967,0.988]",0.079,0.019,ss.half,S19352.Y1.E1.L1,PASS,damage.ss.half=0.079,
I19353,I19353,P5991; 542,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2986,43,"1117-935 calBCE (2865±20 BP, PSUAMS-9008)",..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,7.277,898067,483583,M,n/a (no relatives detected),..,..,131.5,N1b1a2,"[0.977,0.995]",0.108,0.462,ss.half,S19353.Y1.E1.L1,PASS,..,
I19354,I19354,P5992; 3,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3052,52,"1203-1014 calBCE (2910±25 BP, PSUAMS-9009)",..,Armenia_LBA,Karashamb Cemetery,Armenia,40.416667,45.2,Repulldown on 3.2M snpset,1240K,1,8.262,912719,491041,M,n/a (no relatives detected),..,..,144.8,HV,"[0.944,0.973]",0.09,0.468,ss.half,S19354.Y1.E1.L1,PASS,"damage.ss.half=0.09, mtcontam=[0.944,0.973]",
I20439,I20439,P6642; Sarukhan; Tomb 9; LM culture; EIA-2 ,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2911,31,"1012-906 calBCE (2810±20 BP, PSUAMS-8889)",..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,3.576,850180,457369,F,n/a (no relatives detected),n/a (female),n/a (female),282.9,X2e2a2,"[0.989,0.999]",0.125,0.01,ss.half,S20439.Y1.E1.L1,PASS,..,
I20440,I20440,"P6643; Sarukhan; Tomb 6; LM culture, LBA-3",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3135,43,"1263-1121 calBCE (2970±20 BP, PSUAMS-9011)",..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,0.965,506976,269870,F,"Armenia, multi-site (Sarukhan-Noratus) Family A (2 members) (I20440-I19329 are 2nd or 3rd degree relatives)",n/a (female),n/a (female),104.3,W6b,"[0.981,0.995]",0.177,0.013,ss.half,S20440.Y1.E1.L1,PASS,..,
I20441,I20441,P6644; Sarukhan; Tomb 12; LM culture; IA-2,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2793,30,"900-805 calBCE (2690±20 BP, PSUAMS-9012)",..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,1.609,795065,423390,M,n/a (no relatives detected),..,..,151.2,U2+152,"[0.986,0.998]",0.192,0.403,ss.half,S20441.Y1.E1.L1,PASS,..,
I20443,I20443,"P6661; Sarukhan; Tomb 3; LM culture, EIA-2",petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2896,38,"1013-846 calBCE (2795±25 BP, PSUAMS-9013)",..,Armenia_LBA,Sarukhan,Armenia,40.29221,45.130679,Repulldown on 3.2M snpset,1240K,1,4.441,897473,482552,M,n/a (no relatives detected),..,..,261.5,H2a,"[0.981,0.999]",0.147,0.427,ss.half,S20443.Y1.E1.L1,PASS,..,
I14051,I14051,1039; 32,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,2690,35,800-680 BCE,..,Armenia_LBA_EIA,Bardzryal Archaeological Complex ,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,0.407975,352604,193467,F,n/a (no relatives detected),n/a (female),n/a (female),34.64,T2c1a,"[0.968,0.988]",0.199,0.009,ds.half,S14051.Y1.E1.L1,PASS,..,
I14052,I14052,1040; 12,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,2690,35,800-680 BCE,..,Armenia_LBA_EIA,Bardzryal Archaeological Complex ,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,3.980942,797927,444206,F,n/a (no relatives detected),n/a (female),n/a (female),368.2,U5a1d,"[0.986,0.999]",0.135,0.011,ds.half,S14052.Y1.E1.L1,PASS,..,
I14053,I14053,1041; 76,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,2690,35,800-680 BCE,..,Armenia_LBA_EIA,Bardzryal Archaeological Complex ,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,3.312264,764726,423844,M,n/a (no relatives detected),..,..,305.3,H,"[0.969,0.991]",0.115,0.42,ds.half,S14053.Y1.E1.L1,PASS,..,
I14055,I14055,1043; 79,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,2690,35,800-680 BCE,..,Armenia_LBA_EIA,Bardzryal Archaeological Complex ,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,0.267522,260069,143671,M,n/a (no relatives detected),..,..,28.52,K1a12a,"[0.954,0.985]",0.237,0.39,ds.half,S14055.Y1.E1.L1,PASS,..,
I14056,I14056,1044; 67,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,2690,35,800-680 BCE,..,Armenia_LBA_EIA,Bardzryal Archaeological Complex ,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,0.093726,103573,57642,M,n/a (no relatives detected),..,..,14.72,H2a1,"[0.954,0.997]",0.171,0.383,ds.half,S14056.Y1.E1.L1,PASS,..,
I14066,I14066,1065; 3 or 12,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Date(s) on relative I14617,2875,72,1050-800 BCE,..,Armenia_LBA_EIA,Bagheri Tchala Archaeological Complex,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,1.857838,742394,409480,F,"Armenia, Bakheri Chala monument Family A (6 members) (I14065-I14066-I16216 have a father-mother-son relationship; I14619-I14603-I14617 have a father-mother-son relationship; the two trios are linked through the fathers I14065-I14619 as brothers. As expected from this family structure, the genetics are also consistent with I14065-I14617 being 2d or 3d relatives (uncle-nephew); I14619-I16216 being 2d or 3d relatives (uncle-nephew); I16216-I14617 being 2d or 3d relatives (cousins), and the mothers in each nuclear family not being related to the individuals in the other nuclear family)",n/a (female),n/a (female),247.1,H,"[0.984,0.998]",0.173,0.009,ds.half,S14066.Y1.E1.L1,PASS,..,
I14588,I14588,1188; 14,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,2875,72,1050-800 BCE,..,Armenia_LBA_EIA,Bagheri Tchala Archaeological Complex,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,4.107091,765693,425478,M,n/a (no relatives detected),..,..,653.3,U5b2a1a1,"[0.985,0.998]",0.103,0.407,ds.half,S14588.Y1.E1.L1,PASS,..,
I14601,I14601,1203; 5,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,2875,72,1050-800 BCE,..,Armenia_LBA_EIA,Bagheri Tchala Archaeological Complex,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,5.160646,777280,432030,M,n/a (no relatives detected),..,..,599.8,W5,"[0.989,0.998]",0.106,0.407,ds.half,S14601.Y1.E1.L1,PASS,..,
I14602,I14602,1204; 7,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Context: Archaeological - Period,2875,72,1050-800 BCE,..,Armenia_LBA_EIA,Bagheri Tchala Archaeological Complex,Armenia,40.91666,44.5,Repulldown on 3.2M snpset,1240K,1,4.025151,764707,424513,F,n/a (no relatives detected),n/a (female),n/a (female),513.7,J1c2e,"[0.955,0.979]",0.148,0.008,ds.half,S14602.Y1.E1.L1,PASS,"mtcontam=[0.955,0.979]",
